d_id,u_id,rating,review
22,45,1
23,11,5
23,14,4
23,18,5
23,23,1
23,24,1
23,26,1
23,27,4
23,33,2
23,41,3
23,42,4
23,48,3
24,7,5
24,10,1
24,11,1
24,13,1
24,16,1
24,20,5
24,25,1
24,28,5
24,30,5
24,36,1
25,5,4
25,7,5
25,14,3
25,26,2
25,31,1
25,33,2
25,34,4
25,36,3
25,37,5
25,43,1
25,47,4
25,49,4
26,7,5
26,15,2
26,20,4
26,22,5
26,23,4
26,27,4
26,42,2
26,47,2
26,48,5
26,50,5
27,12,1
27,22,5
27,29,5
27,34,1
27,35,1
27,43,4
28,2,3
28,6,5
28,7,3
28,12,2
28,15,2
28,24,5
28,26,2
28,30,4
28,38,1
28,40,4
28,43,4
28,46,3
28,50,4
29,4,3
29,5,4
29,9,5
29,11,4
29,13,2
29,15,2
29,18,5
29,20,5
29,21,4
29,23,3
29,25,3
29,36,4
29,39,1
29,46,4
29,49,4
30,4,5
30,7,1
30,8,5
30,9,2
30,10,1
30,28,3
30,46,2
30,49,2
30,50,5
31,1,4
31,9,3
31,19,4
31,20,2
31,24,1
31,25,3
31,34,3
31,35,1
31,36,1
31,46,5
31,49,3
31,50,1
32,3,3
32,5,1
32,10,5
32,14,2
32,15,1
32,22,2
32,24,1
32,28,1
32,29,5
32,30,5
32,35,2
32,37,5
32,42,1
33,9,2
33,13,5
33,15,3
33,16,5
33,21,5
33,22,5
33,25,3
33,26,5
33,27,3
33,31,1
33,36,1
33,38,3
33,43,2
34,2,5
34,3,5
34,4,3
34,8,3
34,20,2
34,23,5
34,26,3
34,36,2
34,37,5
34,41,3
34,43,1
34,48,1
35,3,5
35,8,2
35,11,3
35,15,4
35,18,1
35,24,4
35,26,3
35,28,4
35,30,5
35,35,3
35,36,2
35,38,1
35,40,1
35,41,1
35,46,1
35,49,3
35,50,4
36,10,5
36,17,1
36,19,2
36,22,4
36,24,4
36,28,3
36,34,3
36,36,4
36,38,1
36,42,1
36,45,2
36,46,2
36,50,3
37,8,4
37,22,3
37,28,3
37,33,4
37,34,1
37,38,4
37,41,3
37,45,2
38,1,4
38,3,3
38,5,5
38,8,4
38,17,3
38,32,5
38,35,2
38,36,2
38,38,2
38,43,1
39,1,4
39,3,2
39,8,4
39,14,5
39,16,1
39,17,2
39,19,2
39,23,5
39,25,1
39,26,4
39,27,4
39,29,2
39,31,5
39,34,1
39,35,5
39,43,4
39,47,3
39,48,5
40,4,4
40,10,1
40,12,3
40,22,3
40,37,2
40,40,2
40,41,5
40,45,4
40,50,1
41,11,2
41,16,4
41,18,3
41,20,1
41,25,3
41,36,3
41,40,2
41,41,5
41,46,2
41,47,4
41,49,2
41,50,3
42,4,2
42,15,4
42,21,3
42,26,5
42,50,2
43,7,5
43,12,1
43,14,1
43,16,5
43,19,3
43,20,1
43,21,1
43,37,1
43,40,3
43,43,5
43,47,3
44,6,3
44,12,4
44,15,2
44,27,4
44,36,1
44,39,4
44,43,5
44,44,3
44,48,2
45,5,5
45,10,4
45,14,1
45,18,4
45,34,3
45,35,2
45,42,5
45,44,2
45,45,5
45,48,4
45,50,2
46,11,1
46,13,1
46,14,4
46,17,2
46,21,2
46,24,5
46,26,1
46,45,4
47,1,3
47,4,1
47,6,1
47,7,5
47,13,5
47,28,2
47,35,3
47,41,5
47,44,1
48,4,4
48,8,5
48,9,2
48,12,1
48,13,5
48,20,4
48,23,4
48,28,3
48,30,4
48,33,1
48,36,4
49,3,1
49,5,4
49,9,4
49,16,5
49,17,1
49,19,3
49,24,5
49,27,2
49,28,3
49,30,2
49,31,5
49,43,4
49,44,4
49,48,2
49,49,2
50,8,4
50,9,3
50,14,3
50,22,2
50,24,1
50,31,2
50,33,3
50,49,5
51,2,5
51,9,4
51,14,3
51,24,4
51,26,1
51,34,1
51,35,4
51,36,5
51,37,1
51,38,4
52,10,4
52,11,1
52,14,3
52,16,2
52,18,2
52,24,5
52,27,4
52,30,3
52,33,1
52,39,1
53,2,2
53,6,1
53,8,1
53,10,5
53,12,5
53,16,3
53,19,3
53,25,5
53,26,2
53,28,1
53,31,5
53,34,4
53,35,2
53,41,2
53,45,2
54,1,1
54,4,1
54,5,5
54,12,2
54,21,4
54,24,1
54,26,4
54,28,1
54,29,5
54,31,4
54,33,3
54,36,5
54,37,3
54,40,1
54,45,2
54,46,2
55,1,3
55,2,1
55,3,3
55,5,1
55,7,4
55,9,3
55,12,2
55,13,5
55,16,4
55,21,5
55,23,5
55,24,1
55,26,3
55,32,3
55,35,1
55,41,2
55,42,3
56,1,4
56,2,2
56,5,3
56,7,1
56,15,2
56,22,5
56,24,4
56,26,4
56,27,5
56,32,2
56,35,3
56,45,3
57,1,3
57,10,2
57,16,5
57,17,4
57,23,2
57,34,3
57,37,5
57,39,5
57,47,5
58,1,3
58,2,4
58,7,5
58,8,2
58,9,5
58,19,3
58,23,5
58,24,3
58,29,1
58,39,5
58,40,2
58,45,1
59,10,4
59,12,2
59,33,5
59,34,2
59,37,5
59,38,2
59,45,4
59,50,4
60,2,2
60,5,4
60,11,3
60,15,2
60,19,4
60,20,3
60,23,2
60,24,2
60,33,3
60,36,2
60,38,2
60,42,2
60,48,3
61,4,2
61,6,5
61,7,4
61,16,5
61,17,2
61,18,1
61,21,4
61,23,1
61,28,1
61,44,1
62,1,5
62,6,2
62,10,4
62,12,5
62,15,5
62,26,4
62,27,5
62,30,3
62,35,2
62,36,3
62,47,1
63,1,4
63,2,4
63,5,4
63,14,2
63,17,5
63,19,5
63,20,5
63,21,4
63,24,4
63,26,3
63,29,3
63,34,4
63,36,3
63,43,1
63,44,3
64,2,3
64,8,4
64,10,1
64,28,4
64,29,2
64,37,1
64,48,5
65,2,2
65,3,4
65,6,2
65,8,5
65,20,2
65,31,1
65,32,3
65,42,3
66,3,5
66,6,4
66,8,4
66,16,1
66,20,4
66,21,2
66,27,5
66,36,3
67,1,2
67,5,2
67,6,2
67,10,5
67,11,3
67,13,5
67,16,4
67,28,3
67,30,3
67,35,1
67,39,3
67,42,5
67,44,5
68,8,2
68,10,2
68,12,2
68,13,2
68,20,5
68,22,4
68,27,1
68,30,2
68,40,3
68,42,4
68,49,2
68,50,1
69,3,2
69,6,1
69,8,1
69,10,5
69,14,4
69,15,2
69,16,5
69,18,2
69,21,2
69,31,5
69,45,3
69,46,5
70,7,5
70,10,3
70,13,5
70,18,2
70,19,1
70,20,3
70,35,4
70,41,1
70,42,4
70,43,3
70,44,1
71,3,3
71,5,1
71,6,1
71,11,5
71,17,2
71,24,5
71,26,1
71,30,3
71,35,2
71,40,2
71,50,1
72,7,4
72,14,3
72,16,1
72,20,1
72,28,5
72,34,1
72,41,4
72,45,5
72,48,3
72,50,5
73,1,5
73,3,3
73,5,2
73,21,4
73,26,1
73,35,4
73,37,1
73,42,5
74,6,1
74,9,1
74,14,2
74,25,4
74,26,4
74,28,2
74,29,5
74,37,2
74,43,1
74,46,3
74,49,5
75,7,1
75,9,2
75,14,3
75,20,1
75,36,1
75,41,4
75,46,3
75,47,1
75,50,3
76,2,5
76,6,3
76,7,1
76,9,3
76,13,1
76,18,4
76,19,1
76,20,3
76,22,2
76,23,3
76,24,3
76,31,5
76,37,3
76,39,4
76,44,3
76,45,3
77,4,2
77,5,2
77,7,4
77,8,4
77,9,4
77,10,1
77,15,3
77,19,5
77,27,3
77,29,5
77,31,5
77,34,2
77,37,3
77,45,3
77,48,5
77,49,3
77,50,3
78,3,4
78,7,3
78,9,3
78,14,2
78,16,4
78,19,3
78,27,1
78,35,2
78,37,5
78,43,1
78,45,5
78,47,5
79,3,4
79,9,2
79,11,1
79,16,4
79,20,1
79,21,3
79,22,2
79,24,3
79,25,5
79,27,4
79,29,4
79,30,5
79,36,1
79,39,1
79,50,5
80,2,4
80,5,4
80,12,2
80,14,2
80,30,2
80,33,4
80,39,1
80,45,2
80,46,1
81,6,3
81,8,5
81,9,4
81,10,3
81,14,2
81,16,4
81,17,1
81,18,1
81,19,3
81,20,4
81,25,5
81,29,5
81,31,5
81,32,4
81,37,1
81,38,4
81,41,2
81,42,4
81,45,1
82,8,2
82,9,2
82,17,3
82,18,5
82,20,4
82,23,3
82,26,2
82,28,4
82,31,5
82,33,5
82,37,5
82,40,4
82,41,5
82,44,3
82,50,3
83,6,5
83,9,3
83,10,2
83,14,3
83,18,4
83,21,1
83,26,4
83,31,3
83,36,5
83,46,1
83,49,1
84,5,2
84,8,5
84,9,5
84,12,2
84,16,3
84,17,2
84,19,4
84,20,2
84,21,3
84,22,3
84,24,5
84,26,3
84,30,1
84,31,4
84,34,3
84,40,1
84,41,1
84,44,3
85,3,2
85,11,3
85,14,2
85,20,1
85,21,3
85,26,1
85,29,5
85,31,4
85,33,5
85,40,2
85,43,2
85,45,3
86,2,1
86,6,1
86,10,5
86,17,4
86,21,4
86,22,1
86,39,1
86,42,2
86,48,4
86,49,3
87,3,4
87,5,5
87,13,5
87,24,5
87,25,3
87,32,3
87,33,2
87,42,2
87,44,3
88,2,3
88,3,3
88,8,3
88,12,1
88,16,2
88,17,1
88,20,1
88,22,3
88,30,1
88,34,4
88,38,1
88,40,1
88,41,1
88,45,4
88,47,1
89,4,5
89,8,1
89,15,3
89,17,2
89,19,1
89,29,2
89,33,3
89,37,2
89,38,2
89,41,4
89,46,5
90,2,4
90,5,5
90,12,5
90,29,5
90,34,2
90,36,1
90,38,5
90,39,1
90,43,3
91,3,3
91,11,3
91,14,5
91,17,5
91,20,1
91,24,4
91,27,1
91,29,5
91,32,2
91,36,1
91,38,3
91,50,1
92,1,1
92,8,2
92,15,2
92,23,3
92,24,1
92,26,2
92,31,3
92,39,5
92,41,2
92,42,2
92,46,5
92,49,1
93,4,4
93,9,5
93,10,5
93,17,2
93,18,1
93,19,2
93,20,1
93,24,2
93,50,5
94,5,3
94,15,4
94,17,1
94,21,2
94,26,5
94,34,4
94,37,5
94,38,1
94,41,3
94,46,5
94,50,4
95,2,3
95,4,3
95,5,4
95,13,3
95,14,2
95,30,4
95,38,3
95,39,3
95,42,2
95,44,3
95,50,2
96,3,5
96,6,4
96,7,2
96,8,2
96,11,1
96,17,1
96,19,4
96,21,3
96,24,3
96,26,3
96,27,4
96,33,2
96,34,3
96,40,4
96,46,5
97,3,4
97,5,2
97,10,3
97,12,4
97,15,1
97,18,5
97,19,5
97,21,1
97,24,1
97,25,5
97,26,3
97,34,1
97,38,1
97,40,4
97,43,2
97,47,3
97,48,3
98,3,2
98,7,1
98,10,4
98,14,4
98,22,1
98,22,4
98,26,4
98,30,1
98,30,4
98,32,3
98,33,4
98,37,3
98,38,1
98,39,5
98,40,3
98,43,1
98,44,2
98,45,5
98,47,5
98,50,5
