5,17,5,"A must-watch for everyone.","A cinematic experience worthy of a standing ovation."
5,19,4,"Good movie! 10/10 would watch again. 👍","Well-crafted and engaging."
5,20,5,"Mind blown! 🤯","Everything about this film is lit. 🔥"
5,22,5,"Mind blown! 🤯","A cinematic experience worthy of a standing ovation."
5,23,3,"Aight, it's aight.","Satisfactory, like a lukewarm cup of tea."
5,31,4,"Good movie! 10/10 would watch again. 👍","A+ for effort and execution."
5,37,3,"Good in parts, but overall average.","Average movie, worth a watch if you're bored."
5,47,1,"This film is as useful as a screen door on a submarine.","Expectation vs. Reality: Complete fail."
5,49,2,"Disappointing compared to expectations.","Average performances, nothing special."
6,1,4,"Highkey enjoyed this one.","On point! Nailed it."
6,7,4,"Solid as a rock... if the rock had good acting.","Good movie! 10/10 would watch again. 👍"
6,23,3,"Satisfactory, like a lukewarm cup of tea.","It was okay, nothing extra special. 🤷‍♂️"
6,24,5,"One does not simply watch a better movie.","A cinematic experience worthy of a standing ovation."
6,26,3,"Neither here nor there.","Just another day in movie paradise."
6,27,2,"I'm crying inside... from boredom.","Average performances, nothing special."
6,31,1,"I had to break up for recommending this to my ex.","This movie was a complete disaster.I can't believe I watched the entire movie."
6,36,4,"On point! Nailed it.","A+ for effort and execution."
6,50,2,"Average performances, nothing special.","Disappointing compared to expectations."
7,2,1,"Worst film I've ever seen.","Expectation vs. Reality: Complete fail."
7,5,1,"Worst film I've ever seen.","Worst film I've ever seen."
7,10,3,"Neither here nor there.","It was okay, nothing extra special. 🤷‍♂️"
7,14,5,"A cinematic experience worthy of a standing ovation.","I'm shook. Best movie ever."
7,15,1,"It's not me, it's you... and the movie.","Horrific. My eyes hurt watching this."
7,17,2,"It's a no from me, dawg.","Mediocre at best."
7,23,5,"Everything about this film is lit. 🔥","Mind blown! 🤯"
7,25,5,"This movie is straight fire! 🔥🔥🔥","This movie is straight fire! 🔥🔥🔥"
7,26,1,"Disgusting movie dude.","This film is as useful as a screen door on a submarine."
7,30,3,"It was okay, nothing extra special. 🤷‍♂️","Aight, it's aight."
7,31,4,"Highly recommend watching this.","On point! Nailed it."
7,32,4,"Highly recommend watching this.","Highly recommend watching this."
7,44,5,"I'm shook. Best movie ever.","Everything about this film is lit. 🔥"
7,45,4,"This movie slaps! 🎬🔥","This movie slaps! 🎬🔥"
7,50,2,"Not great, but not the worst.","Lowkey disappointing."
8,9,1,"I had to break up for recommending this to my ex.","More disappointing than the sequel."
8,10,4,"Good movie! 10/10 would watch again. 👍","Well-crafted and engaging."
8,15,5,"A cinematic experience worthy of a standing ovation.","Everything about this film is lit. 🔥"
8,17,4,"A+ for effort and execution.","Well-crafted and engaging."
8,19,1,"Expectation vs. Reality: Complete fail.","This movie was a complete disaster.I can't believe I watched the entire movie."
8,23,4,"Well-crafted and engaging.","Well-crafted and engaging."
8,36,5,"A cinematic experience worthy of a standing ovation.","Outstanding in every aspect."
8,44,4,"Highly recommend watching this.","Highly recommend watching this."
8,45,4,"Highly recommend watching this.","Highly recommend watching this."
8,46,1,"Worst film I've ever seen.","Expectation vs. Reality: Complete fail."
9,8,1,"I had to break up for recommending this to my ex.","Expectation vs. Reality: Complete fail."
9,13,4,"This movie slaps! 🎬🔥","Highkey enjoyed this one."
9,19,1,"Expectation vs. Reality: Complete fail.","This movie was a complete disaster.I can't believe I watched the entire movie."
9,21,3,"It was okay, nothing extra special. 🤷‍♂️","A standard movie experience."
9,29,3,"Good in parts, but overall average.","Neither here nor there."
9,34,1,"Horrific. My eyes hurt watching this.","Worst film I've ever seen."
9,39,1,"Worst film I've ever seen.","This film is as useful as a screen door on a submarine."
9,41,3,"Just another day in movie paradise.","Middle of the road, like a plain slice of bread."
9,48,4,"A+ for effort and execution.","Highkey enjoyed this one."
9,49,3,"Good in parts, but overall average.","Middle of the road, like a plain slice of bread."
10,1,3,"Satisfactory, like a lukewarm cup of tea.","A standard movie experience."
10,4,3,"Just another day in movie paradise.","It's a 3, because 2 was too harsh and 4 was too kind."
10,8,3,"It was okay, nothing extra special. 🤷‍♂️","It was okay, nothing extra special. 🤷‍♂️"
10,11,1,"I had to break up for recommending this to my ex.","Worst film I've ever seen."
10,19,1,"Well, that escalated quickly... to awful.","It's not me, it's you... and the movie."
10,37,5,"I'm shook. Best movie ever.","Everything about this film is lit. 🔥"
10,45,2,"It's a no from me, dawg.","Not great, but not the worst."
11,2,2,"Mediocre at best.","I'm crying inside... from boredom."
11,4,2,"Skibidi","Skibidi"
11,7,2,"Skibidi","Lowkey disappointing."
11,18,5,"A cinematic experience worthy of a standing ovation.","Everything about this film is lit. 🔥"
11,19,4,"Solid as a rock... if the rock had good acting.","Solid direction and cinematography."
11,35,3,"Average movie, worth a watch if you're bored.","It's a 3, because 2 was too harsh and 4 was too kind."
11,45,1,"Expectation vs. Reality: Complete fail.","I had to break up for recommending this to my ex."
11,46,1,"More disappointing than the sequel.","I had to break up for recommending this to my ex."
12,3,5,"A must-watch for everyone.","Mind blown! 🤯"
12,4,2,"Disappointing compared to expectations.","I'm crying inside... from boredom."
12,6,5,"This movie is straight fire! 🔥🔥🔥","A cinematic experience worthy of a standing ovation."
12,7,3,"It's a 3, because 2 was too harsh and 4 was too kind.","It was okay, nothing extra special. 🤷‍♂️"
12,8,4,"Solid direction and cinematography.","A+ for effort and execution."
12,11,4,"Solid direction and cinematography.","Well-crafted and engaging."
12,14,5,"Everything about this film is lit. 🔥","This movie is straight fire! 🔥🔥🔥"
12,17,5,"This deserves all the Oscars! 🏆","I'm shook. Best movie ever."
12,24,1,"More disappointing than the sequel.","Horrific. My eyes hurt watching this."
12,25,2,"Disappointing compared to expectations.","Disappointing compared to expectations."
12,30,3,"A standard movie experience.","Middle of the road, like a plain slice of bread."
12,32,1,"It's not me, it's you... and the movie.","Worst film I've ever seen."
12,33,1,"Disgusting movie dude.","This film is as useful as a screen door on a submarine."
12,40,4,"Good movie! 10/10 would watch again. 👍","Solid as a rock... if the rock had good acting."
12,43,1,"Expectation vs. Reality: Complete fail.","This movie was a complete disaster.I can't believe I watched the entire movie."
12,44,5,"This movie is straight fire! 🔥🔥🔥","Outstanding in every aspect."
12,50,2,"Skibidi","Kinda sus, not sure what's happening here. 🤨"
13,1,5,"This deserves all the Oscars! 🏆","A cinematic experience worthy of a standing ovation."
13,8,2,"Disappointing compared to expectations.","I'm crying inside... from boredom."
13,9,2,"Disappointing compared to expectations.","Not great, but not the worst."
13,11,4,"Solid direction and cinematography.","Solid as a rock... if the rock had good acting."
13,17,3,"Satisfactory, like a lukewarm cup of tea.","It was okay, nothing extra special. 🤷‍♂️"
13,24,4,"Solid as a rock... if the rock had good acting.","Solid direction and cinematography."
13,37,5,"This movie is straight fire! 🔥🔥🔥","A must-watch for everyone."
13,45,5,"Outstanding in every aspect.","Everything about this film is lit. 🔥"
13,46,3,"Middle of the road, like a plain slice of bread.","It was okay, nothing extra special. 🤷‍♂️"
13,47,2,"Average performances, nothing special.","Disappointing compared to expectations."
14,8,3,"Good in parts, but overall average.","Neither here nor there."
14,13,4,"This movie slaps! 🎬🔥","Highkey enjoyed this one."
14,22,5,"Mind blown! 🤯","A must-watch for everyone."
14,29,4,"Big brain movie with great twists.","Well-crafted and engaging."
14,35,2,"Kinda sus, not sure what's happening here. 🤨","Lowkey disappointing."
14,36,4,"Well-crafted and engaging.","Big brain movie with great twists."
14,38,3,"It was okay, nothing extra special. 🤷‍♂️","Middle of the road, like a plain slice of bread."
14,45,5,"Absolute masterpiece! Chef's kiss! 👌💯","A cinematic experience worthy of a standing ovation."
15,1,4,"Big brain movie with great twists.","Highly recommend watching this."
15,4,1,"Well, that escalated quickly... to awful.","This film is as useful as a screen door on a submarine."
15,19,2,"Not great, but not the worst.","Meh. It was a solid 2 from me."
15,25,1,"I had to break up for recommending this to my ex.","It's not me, it's you... and the movie."
15,30,3,"Neither here nor there.","It's a 3, because 2 was too harsh and 4 was too kind."
15,31,2,"Lowkey disappointing.","Meh. It was a solid 2 from me."
15,46,1,"More disappointing than the sequel.","Expectation vs. Reality: Complete fail."
15,49,4,"A+ for effort and execution.","Highkey enjoyed this one."
15,50,4,"Well-crafted and engaging.","On point! Nailed it."
16,7,3,"Just another day in movie paradise.","Average movie, worth a watch if you're bored."
16,8,4,"Well-crafted and engaging.","Highly recommend watching this."
16,9,4,"Solid direction and cinematography.","This movie slaps! 🎬🔥"
16,12,2,"Skibidi","I'm crying inside... from boredom."
16,14,5,"This movie is straight fire! 🔥🔥🔥","Absolute masterpiece! Chef's kiss! 👌💯"
16,20,4,"Highkey enjoyed this one.","Big brain movie with great twists."
16,22,3,"It was okay, nothing extra special. 🤷‍♂️","A standard movie experience."
16,23,5,"Mind blown! 🤯","A cinematic experience worthy of a standing ovation."
16,29,3,"Just another day in movie paradise.","Neither here nor there."
16,30,3,"It's a 3, because 2 was too harsh and 4 was too kind.","A standard movie experience."
16,34,3,"Neither here nor there.","A standard movie experience."
16,38,5,"A cinematic experience worthy of a standing ovation.","I'm shook. Best movie ever."
16,42,2,"It's a no from me, dawg.","Skibidi"
16,43,2,"Average performances, nothing special.","Kinda sus, not sure what's happening here. 🤨"
16,46,4,"Well-crafted and engaging.","On point! Nailed it."
16,47,5,"This movie is straight fire! 🔥🔥🔥","A must-watch for everyone."
16,50,3,"Aight, it's aight.","Good in parts, but overall average."
17,5,2,"Lowkey disappointing.","Kinda sus, not sure what's happening here. 🤨"
17,9,4,"Highkey enjoyed this one.","Solid as a rock... if the rock had good acting."
17,20,1,"Worst film I've ever seen.","It's not me, it's you... and the movie."
17,23,1,"This movie was a complete disaster.I can't believe I watched the entire movie.","This movie was a complete disaster.I can't believe I watched the entire movie."
17,24,5,"Mind blown! 🤯","A cinematic experience worthy of a standing ovation."
17,35,1,"Horrific. My eyes hurt watching this.","Horrific. My eyes hurt watching this."
17,37,3,"Satisfactory, like a lukewarm cup of tea.","Aight, it's aight."
17,40,3,"It's a 3, because 2 was too harsh and 4 was too kind.","Satisfactory, like a lukewarm cup of tea."
17,41,5,"Outstanding in every aspect.","Mind blown! 🤯"
17,47,5,"Outstanding in every aspect.","Absolute masterpiece! Chef's kiss! 👌💯"
18,9,4,"On point! Nailed it.","Solid direction and cinematography."
18,21,3,"Middle of the road, like a plain slice of bread.","Neither here nor there."
18,22,5,"This deserves all the Oscars! 🏆","This deserves all the Oscars! 🏆"
18,25,4,"Good movie! 10/10 would watch again. 👍","Solid as a rock... if the rock had good acting."
18,27,5,"One does not simply watch a better movie.","One does not simply watch a better movie."
18,28,5,"I'm shook. Best movie ever.","A must-watch for everyone."
18,31,1,"Well, that escalated quickly... to awful.","Well, that escalated quickly... to awful."
18,32,5,"This deserves all the Oscars! 🏆","Everything about this film is lit. 🔥"
18,42,3,"Middle of the road, like a plain slice of bread.","Middle of the road, like a plain slice of bread."
18,46,5,"A cinematic experience worthy of a standing ovation.","I'm shook. Best movie ever."
18,49,4,"Good movie! 10/10 would watch again. 👍","This movie slaps! 🎬🔥"
18,50,2,"It's a no from me, dawg.","Mediocre at best."
19,2,4,"Good movie! 10/10 would watch again. 👍","Solid direction and cinematography."
19,4,3,"Aight, it's aight.","A standard movie experience."
19,7,3,"Aight, it's aight.","Aight, it's aight."
19,10,3,"A standard movie experience.","Good in parts, but overall average."
19,11,4,"Good movie! 10/10 would watch again. 👍","Highly recommend watching this."
19,18,3,"It was okay, nothing extra special. 🤷‍♂️","Satisfactory, like a lukewarm cup of tea."
19,22,3,"It's a 3, because 2 was too harsh and 4 was too kind.","A standard movie experience."
19,28,2,"Not great, but not the worst.","I'm crying inside... from boredom."
19,32,4,"Big brain movie with great twists.","Solid direction and cinematography."
19,33,4,"On point! Nailed it.","A+ for effort and execution."
19,42,1,"Worst film I've ever seen.","More disappointing than the sequel."
19,44,1,"Disgusting movie dude.","I had to break up for recommending this to my ex."
20,8,3,"A standard movie experience.","Good in parts, but overall average."
20,9,3,"Just another day in movie paradise.","Neither here nor there."
20,13,2,"Disappointing compared to expectations.","Kinda sus, not sure what's happening here. 🤨"
20,16,2,"Average performances, nothing special.","Average performances, nothing special."
20,17,5,"Absolute masterpiece! Chef's kiss! 👌💯","Outstanding in every aspect."
20,38,1,"Well, that escalated quickly... to awful.","This movie was a complete disaster.I can't believe I watched the entire movie."
20,39,5,"Absolute masterpiece! Chef's kiss! 👌💯","One does not simply watch a better movie."
20,44,2,"Mediocre at best.","It's a no from me, dawg."
20,45,1,"This film is as useful as a screen door on a submarine.","Disgusting movie dude."
20,47,5,"Absolute masterpiece! Chef's kiss! 👌💯","Outstanding in every aspect."
20,49,4,"A+ for effort and execution.","Big brain movie with great twists."
21,5,1,"More disappointing than the sequel.","More disappointing than the sequel."
21,6,1,"I had to break up for recommending this to my ex.","It's not me, it's you... and the movie."
21,9,1,"Horrific. My eyes hurt watching this.","This movie was a complete disaster.I can't believe I watched the entire movie."
21,11,1,"I had to break up for recommending this to my ex.","I had to break up for recommending this to my ex."
21,12,1,"More disappointing than the sequel.","Well, that escalated quickly... to awful."
21,17,1,"More disappointing than the sequel.","Worst film I've ever seen."
21,21,5,"Mind blown! 🤯","Outstanding in every aspect."
21,22,3,"Just another day in movie paradise.","Good in parts, but overall average."
21,24,1,"I had to break up for recommending this to my ex.","Well, that escalated quickly... to awful."
21,31,1,"This movie was a complete disaster.I can't believe I watched the entire movie.","Worst film I've ever seen."
21,35,1,"More disappointing than the sequel.","Disgusting movie dude."
21,39,4,"Highkey enjoyed this one.","A+ for effort and execution."
21,42,3,"Aight, it's aight.","Middle of the road, like a plain slice of bread."
21,45,4,"Highly recommend watching this.","A+ for effort and execution."
21,46,4,"Well-crafted and engaging.","On point! Nailed it."
22,1,2,"Not great, but not the worst.","Not great, but not the worst."
22,2,4,"Highkey enjoyed this one.","Solid direction and cinematography."
22,6,1,"This film is as useful as a screen door on a submarine.","More disappointing than the sequel."
22,11,1,"More disappointing than the sequel.","Well, that escalated quickly... to awful."
22,15,3,"It's a 3, because 2 was too harsh and 4 was too kind.","Average movie, worth a watch if you're bored."
22,24,2,"Lowkey disappointing.","Skibidi"
22,45,1,"Disgusting movie dude.","Expectation vs. Reality: Complete fail."
23,11,5,"Mind blown! 🤯","Everything about this film is lit. 🔥"
23,14,4,"Highkey enjoyed this one.","Highly recommend watching this."
23,18,5,"I'm shook. Best movie ever.","I'm shook. Best movie ever."
23,23,1,"Horrific. My eyes hurt watching this.","Disgusting movie dude."
23,24,1,"Horrific. My eyes hurt watching this.","Worst film I've ever seen."
23,26,1,"Well, that escalated quickly... to awful.","Expectation vs. Reality: Complete fail."
23,27,4,"Highly recommend watching this.","Good movie! 10/10 would watch again. 👍"
23,33,2,"Lowkey disappointing.","Not great, but not the worst."
23,41,3,"Aight, it's aight.","Just another day in movie paradise."
23,42,4,"Well-crafted and engaging.","Well-crafted and engaging."
23,48,3,"A standard movie experience.","It's a 3, because 2 was too harsh and 4 was too kind."
24,7,5,"Mind blown! 🤯","Absolute masterpiece! Chef's kiss! 👌💯"
24,10,1,"Expectation vs. Reality: Complete fail.","It's not me, it's you... and the movie."
24,11,1,"This film is as useful as a screen door on a submarine.","Disgusting movie dude."
24,13,1,"Expectation vs. Reality: Complete fail.","Horrific. My eyes hurt watching this."
24,16,1,"It's not me, it's you... and the movie.","This film is as useful as a screen door on a submarine."
24,20,5,"Outstanding in every aspect.","A cinematic experience worthy of a standing ovation."
24,25,1,"It's not me, it's you... and the movie.","This film is as useful as a screen door on a submarine."
24,28,5,"This deserves all the Oscars! 🏆","Mind blown! 🤯"
24,30,5,"I'm shook. Best movie ever.","A must-watch for everyone."
24,36,1,"Expectation vs. Reality: Complete fail.","Worst film I've ever seen."
25,5,4,"Solid as a rock... if the rock had good acting.","Good movie! 10/10 would watch again. 👍"
25,7,5,"Everything about this film is lit. 🔥","This movie is straight fire! 🔥🔥🔥"
25,14,3,"A standard movie experience.","Good in parts, but overall average."
25,26,2,"Meh. It was a solid 2 from me.","It's a no from me, dawg."
25,31,1,"This movie was a complete disaster.I can't believe I watched the entire movie.","More disappointing than the sequel."
25,33,2,"Mediocre at best.","Skibidi"
25,34,4,"Good movie! 10/10 would watch again. 👍","On point! Nailed it."
25,36,3,"It was okay, nothing extra special. 🤷‍♂️","It's a 3, because 2 was too harsh and 4 was too kind."
25,37,5,"This movie is straight fire! 🔥🔥🔥","Everything about this film is lit. 🔥"
25,43,1,"Well, that escalated quickly... to awful.","It's not me, it's you... and the movie."
25,47,4,"Well-crafted and engaging.","Big brain movie with great twists."
25,49,4,"Highly recommend watching this.","Good movie! 10/10 would watch again. 👍"
26,7,5,"This movie is straight fire! 🔥🔥🔥","This movie is straight fire! 🔥🔥🔥"
26,15,2,"Mediocre at best.","It's a no from me, dawg."
26,20,4,"Solid as a rock... if the rock had good acting.","Solid as a rock... if the rock had good acting."
26,22,5,"This deserves all the Oscars! 🏆","Outstanding in every aspect."
26,23,4,"This movie slaps! 🎬🔥","This movie slaps! 🎬🔥"
26,27,4,"Highly recommend watching this.","Solid direction and cinematography."
26,42,2,"Lowkey disappointing.","It's a no from me, dawg."
26,47,2,"Average performances, nothing special.","Average performances, nothing special."
26,48,5,"A cinematic experience worthy of a standing ovation.","One does not simply watch a better movie."
26,50,5,"I'm shook. Best movie ever.","A cinematic experience worthy of a standing ovation."
27,12,1,"More disappointing than the sequel.","More disappointing than the sequel."
27,22,5,"One does not simply watch a better movie.","One does not simply watch a better movie."
27,29,5,"Outstanding in every aspect.","One does not simply watch a better movie."
27,34,1,"Worst film I've ever seen.","Expectation vs. Reality: Complete fail."
27,35,1,"This movie was a complete disaster.I can't believe I watched the entire movie.","It's not me, it's you... and the movie."
27,43,4,"Solid as a rock... if the rock had good acting.","Highkey enjoyed this one."
28,2,3,"A standard movie experience.","Neither here nor there."
28,6,5,"I'm shook. Best movie ever.","A cinematic experience worthy of a standing ovation."
28,7,3,"A standard movie experience.","Good in parts, but overall average."
28,12,2,"I'm crying inside... from boredom.","Average performances, nothing special."
28,15,2,"Kinda sus, not sure what's happening here. 🤨","Mediocre at best."
28,24,5,"I'm shook. Best movie ever.","A cinematic experience worthy of a standing ovation."
28,26,2,"It's a no from me, dawg.","Average performances, nothing special."
28,30,4,"Solid as a rock... if the rock had good acting.","Big brain movie with great twists."
28,38,1,"This movie was a complete disaster.I can't believe I watched the entire movie.","Horrific. My eyes hurt watching this."
28,40,4,"Big brain movie with great twists.","Solid direction and cinematography."
28,43,4,"A+ for effort and execution.","Solid direction and cinematography."
28,46,3,"Middle of the road, like a plain slice of bread.","Average movie, worth a watch if you're bored."
28,50,4,"A+ for effort and execution.","Good movie! 10/10 would watch again. 👍"
29,4,3,"Average movie, worth a watch if you're bored.","Just another day in movie paradise."
29,5,4,"Solid as a rock... if the rock had good acting.","A+ for effort and execution."
29,9,5,"Outstanding in every aspect.","This deserves all the Oscars! 🏆"
29,11,4,"Well-crafted and engaging.","Solid as a rock... if the rock had good acting."
29,13,2,"It's a no from me, dawg.","Mediocre at best."
29,15,2,"It's a no from me, dawg.","Kinda sus, not sure what's happening here. 🤨"
29,18,5,"Everything about this film is lit. 🔥","One does not simply watch a better movie."
29,20,5,"Mind blown! 🤯","One does not simply watch a better movie."
29,21,4,"Big brain movie with great twists.","Good movie! 10/10 would watch again. 👍"
29,23,3,"Neither here nor there.","Aight, it's aight."
29,25,3,"Average movie, worth a watch if you're bored.","A standard movie experience."
29,36,4,"Big brain movie with great twists.","A+ for effort and execution."
29,39,1,"Horrific. My eyes hurt watching this.","More disappointing than the sequel."
29,46,4,"Good movie! 10/10 would watch again. 👍","Highkey enjoyed this one."
29,49,4,"Big brain movie with great twists.","Solid as a rock... if the rock had good acting."
30,4,5,"One does not simply watch a better movie.","Outstanding in every aspect."
30,7,1,"This movie was a complete disaster.I can't believe I watched the entire movie.","More disappointing than the sequel."
30,8,5,"Outstanding in every aspect.","A must-watch for everyone."
30,9,2,"Skibidi","Skibidi"
30,10,1,"It's not me, it's you... and the movie.","More disappointing than the sequel."
30,28,3,"Just another day in movie paradise.","It's a 3, because 2 was too harsh and 4 was too kind."
30,46,2,"Lowkey disappointing.","Disappointing compared to expectations."
30,49,2,"Meh. It was a solid 2 from me.","It's a no from me, dawg."
30,50,5,"A cinematic experience worthy of a standing ovation.","Mind blown! 🤯"
31,1,4,"Well-crafted and engaging.","Solid as a rock... if the rock had good acting."
31,9,3,"It was okay, nothing extra special. 🤷‍♂️","Neither here nor there."
31,19,4,"Big brain movie with great twists.","Highly recommend watching this."
31,20,2,"It's a no from me, dawg.","Skibidi"
31,24,1,"More disappointing than the sequel.","Worst film I've ever seen."
31,25,3,"A standard movie experience.","Aight, it's aight."
31,34,3,"It was okay, nothing extra special. 🤷‍♂️","Aight, it's aight."
31,35,1,"It's not me, it's you... and the movie.","Worst film I've ever seen."
31,36,1,"Expectation vs. Reality: Complete fail.","This film is as useful as a screen door on a submarine."
31,46,5,"Everything about this film is lit. 🔥","Absolute masterpiece! Chef's kiss! 👌💯"
31,49,3,"It was okay, nothing extra special. 🤷‍♂️","Just another day in movie paradise."
31,50,1,"Well, that escalated quickly... to awful.","Well, that escalated quickly... to awful."
32,3,3,"It was okay, nothing extra special. 🤷‍♂️","It's a 3, because 2 was too harsh and 4 was too kind."
32,5,1,"It's not me, it's you... and the movie.","Worst film I've ever seen."
32,10,5,"Outstanding in every aspect.","Absolute masterpiece! Chef's kiss! 👌💯"
32,14,2,"Skibidi","Not great, but not the worst."
32,15,1,"More disappointing than the sequel.","Worst film I've ever seen."
32,22,2,"Not great, but not the worst.","Lowkey disappointing."
32,24,1,"It's not me, it's you... and the movie.","I had to break up for recommending this to my ex."
32,28,1,"This film is as useful as a screen door on a submarine.","This movie was a complete disaster.I can't believe I watched the entire movie."
32,29,5,"A must-watch for everyone.","I'm shook. Best movie ever."
32,30,5,"A cinematic experience worthy of a standing ovation.","Outstanding in every aspect."
32,35,2,"Average performances, nothing special.","Lowkey disappointing."
32,37,5,"Absolute masterpiece! Chef's kiss! 👌💯","Outstanding in every aspect."
32,42,1,"Worst film I've ever seen.","More disappointing than the sequel."
33,9,2,"Lowkey disappointing.","It's a no from me, dawg."
33,13,5,"This deserves all the Oscars! 🏆","Everything about this film is lit. 🔥"
33,15,3,"Just another day in movie paradise.","It was okay, nothing extra special. 🤷‍♂️"
33,16,5,"Absolute masterpiece! Chef's kiss! 👌💯","A cinematic experience worthy of a standing ovation."
33,21,5,"This deserves all the Oscars! 🏆","Everything about this film is lit. 🔥"
33,22,5,"A must-watch for everyone.","A cinematic experience worthy of a standing ovation."
33,25,3,"A standard movie experience.","Middle of the road, like a plain slice of bread."
33,26,5,"I'm shook. Best movie ever.","A cinematic experience worthy of a standing ovation."
33,27,3,"Satisfactory, like a lukewarm cup of tea.","Good in parts, but overall average."
33,31,1,"Well, that escalated quickly... to awful.","Disgusting movie dude."
33,36,1,"I had to break up for recommending this to my ex.","I had to break up for recommending this to my ex."
33,38,3,"Average movie, worth a watch if you're bored.","Neither here nor there."
33,43,2,"Average performances, nothing special.","Meh. It was a solid 2 from me."
34,2,5,"I'm shook. Best movie ever.","Absolute masterpiece! Chef's kiss! 👌💯"
34,3,5,"I'm shook. Best movie ever.","One does not simply watch a better movie."
